宋家庄 小三居  高楼层 满五年唯一包含综合地价款,460,单价51547元/平米
易构空间满五年唯一全南两居室，视野好，私密性好,658,单价75737元/平米
（新）东南向2居 安静不临街 商品房,385,单价51259元/平米
CBD传奇二期，聚焦房，北向带燃气，业主急售，有钥匙,261,单价70484元/平米
望京知语城 精装修 满五唯一 正南北通透 拎包入住,1120,单价65189元/平米
满五年 好位置，一层 阳台宽敞，有小院,200,单价53263元/平米
彩虹新城 A2 两居室 南北通透,415,单价47445元/平米
满两年 原值高 只有契税 明厨明卫2+1户型,950,单价80632元/平米
房山城关 兴房大街 南北向 满二年,160,单价19886元/平米
东向两居室 双卫 景观好 无遮挡 视野开阔 居住舒适,425,单价44865元/平米
低总价， 楼龄新， 近地铁大一居,215,单价34667元/平米
九间堂上叠别墅 满两年 原值897万 带露台,1369,单价62452元/平米
东南三居室，满五年仅有住房，看房方便，配合签约,840,单价66147元/平米
华龙美树 满五年唯一商品房 南向 不临街,565,单价47301元/平米
满五年唯一 南北通透 户型方正 布局合理,270,单价62227元/平米
白纸坊精装两居室 电梯直达 中高楼层采光好视野佳。,675,单价95501元/平米
西城 西直门 南北通透两居 中间楼层 94年楼龄,615,单价100163元/平米
国瑞城中区 1室1厅 495万,495,单价94955元/平米
店长推荐:海淀低总价一居室，业主诚心出售。,345,单价93345元/平米
双卫户型方正四居改三居不临街采光好看房方便电梯房,710,单价53509元/平米
一层 客厅朝南带窗户两居室 1995年建成 业主诚心出售,284,单价39022元/平米
旗舰精装修的正婚一居，明厨明卫的南北户型,275,单价42204元/平米
金鱼池精美五居复式，满五年唯一，看房方便，单价低,770,单价54696元/平米
此房满五唯一，南向一居室，业主自住的精装修,252,单价43441元/平米
楼龄1997年  满五唯一精装修，中间楼层,365,单价79695元/平米
南北2居室 家具家电全 地板墙面 干净亮堂  看房联系,287,单价35875元/平米
南向楼层好，视野开阔，户型方正，业主诚售.,485,单价71640元/平米
探矿家属院满五唯一南北通透两居室,238,单价39326元/平米
学院路 高楼层 正西向 视野佳 小户型 总价低 带电梯,400,单价66667元/平米
龙乡东区  南北三居室  中间楼层  满五唯一,385,单价47257元/平米
宋家庄 小三居  高楼层 满五年唯一包含综合地价款,460,单价51547元/平米
易构空间满五年唯一全南两居室，视野好，私密性好,658,单价75737元/平米
（新）东南向2居 安静不临街 商品房,385,单价51259元/平米
CBD传奇二期，聚焦房，北向带燃气，业主急售，有钥匙,261,单价70484元/平米
望京知语城 精装修 满五唯一 正南北通透 拎包入住,1120,单价65189元/平米
满五年 好位置，一层 阳台宽敞，有小院,200,单价53263元/平米
彩虹新城 A2 两居室 南北通透,415,单价47445元/平米
满两年 原值高 只有契税 明厨明卫2+1户型,950,单价80632元/平米
房山城关 兴房大街 南北向 满二年,160,单价19886元/平米
东向两居室 双卫 景观好 无遮挡 视野开阔 居住舒适,425,单价44865元/平米
低总价， 楼龄新， 近地铁大一居,215,单价34667元/平米
九间堂上叠别墅 满两年 原值897万 带露台,1369,单价62452元/平米
东南三居室，满五年仅有住房，看房方便，配合签约,840,单价66147元/平米
华龙美树 满五年唯一商品房 南向 不临街,565,单价47301元/平米
满五年唯一 南北通透 户型方正 布局合理,270,单价62227元/平米
白纸坊精装两居室 电梯直达 中高楼层采光好视野佳。,675,单价95501元/平米
西城 西直门 南北通透两居 中间楼层 94年楼龄,615,单价100163元/平米
国瑞城中区 1室1厅 495万,495,单价94955元/平米
店长推荐:海淀低总价一居室，业主诚心出售。,345,单价93345元/平米
双卫户型方正四居改三居不临街采光好看房方便电梯房,710,单价53509元/平米
一层 客厅朝南带窗户两居室 1995年建成 业主诚心出售,284,单价39022元/平米
旗舰精装修的正婚一居，明厨明卫的南北户型,275,单价42204元/平米
金鱼池精美五居复式，满五年唯一，看房方便，单价低,770,单价54696元/平米
此房满五唯一，南向一居室，业主自住的精装修,252,单价43441元/平米
楼龄1997年  满五唯一精装修，中间楼层,365,单价79695元/平米
南北2居室 家具家电全 地板墙面 干净亮堂  看房联系,287,单价35875元/平米
南向楼层好，视野开阔，户型方正，业主诚售.,485,单价71640元/平米
探矿家属院满五唯一南北通透两居室,238,单价39326元/平米
学院路 高楼层 正西向 视野佳 小户型 总价低 带电梯,400,单价66667元/平米
龙乡东区  南北三居室  中间楼层  满五唯一,385,单价47257元/平米
纯板楼社区三居，满五唯一，中高层视野采光不错,850,单价73594元/平米
千鹤家园满五年唯一精装南向两居室，已改成一居室,650,单价58840元/平米
金地格林小镇露台两居室，不临街,578,单价52979元/平米
满五年 低楼层 南北向 无遮挡,355,单价69827元/平米
翠微东里 满五年公房 楼层高 采光好,428,单价104902元/平米
双朝向视野宽阔 居住安静 小区带花园,532,单价80962元/平米
西城二环内，全南向2居，单价总价低，满五公房！,430,单价82932元/平米
满五年商品房，家庭名下唯一住房，精装修，价格优势,526,单价61342元/平米
落地飘窗 精装修 带电梯 2004年楼龄 小户型,275,单价53722元/平米
南北通透   采光好  全明格局  业主诚售,185,单价31603元/平米
人车分流花园水系 2008年商品房 海淀人文社区,750,单价51904元/平米
2001年建成，滨河西里，满五年唯一，明厅两居室,249,单价36570元/平米
满五年，家庭名下就这一套房产，产权清晰，无抵押；,390,单价43450元/平米
芍药居，3居2卫商品房管理，满五年视野好，看房有钥匙,860,单价57124元/平米
低楼层 满五年唯一 南北通透 小区中间位置,247,单价44682元/平米
古城路小区 南北通透，低总价优质两居室，精装修,216,单价42807元/平米
五棵松南向两居，有电梯，钢混，近地铁,430,单价70841元/平米
满五年央产房，东向两居，采光好无遮挡,440,单价71429元/平米
芍药居北里+满五年唯一+带电梯方正一居+可以看房,440,单价74665元/平米
富力B区东南向三居 满五年 业主在京只有这一套住房,610,单价49837元/平米
昌运宫  1995年楼龄 诚心出售,630,单价90910元/平米
一层两户，南向一居室，客厅主卧朝南，落地大窗。,285,单价44504元/平米
业主诚心出售，看房随时，业主两年前婚房装修，,460,单价75908元/平米
东南金角 三个卧室朝南 采光好  楼龄新出行方便,920,单价93024元/平米
定慧寺 慈寿寺地铁  人车分流 满五年唯一  精装修,765,单价79638元/平米
芍药居北里 朝东两居室 诚意出售 精装修 随时看房,560,单价76118元/平米
芍药居北里+1居改2居+带电梯高层+业主诚心出售,426,单价66222元/平米
西南大两居 楼层高 双卧朝南 视野开阔 诚意出售,605,单价72482元/平米
三环内  总价低  正规两居室,328,单价62788元/平米
全南眼镜户型 高层不临街 诚意卖 看房方便,720,单价57582元/平米
不临街不把边 4层南北向三居室 一梯两户 接受换房,445,单价35660元/平米
南北三居改大两居，精装修，诚心出售,868,单价70570元/平米
炫彩嘉轩 正规一居室 视野开阔不临街,375,单价85364元/平米
龙博苑小区南向正规一居室户型方正,332,单价55996元/平米
本房是住宅  房子是七十年产权  业主诚意出售,445,单价37986元/平米
三环内 70年住宅 2居双卫 临近地铁8号线 交通便利,555,单价43428元/平米
万科紫苑 南北通透全能小三居 精装修 保持好！,670,单价70364元/平米
朝阳无限三居 满五唯一 带圆弧飘窗观景房 看房随时,660,单价44385元/平米
满五年  南北双通透  诚心出售看房随时,620,单价43623元/平米
天通苑东二区南北通透两居，商品房，户型方正,388,单价42873元/平米
管理好 人文素质高   商品房  视野好,820,单价55775元/平米
西什库什刹海北海北附近正规两居税少,825,单价158350元/平米
精装修 中楼层 南北通透 满五唯一,133,单价18262元/平米
西四环低密度德式花园下跃复式房源,1195,单价74852元/平米
远洋一方，南向一居，中间楼层，满五唯一,360,单价55884元/平米
万年花城  南北通透  前后带花园 板楼户型,515,单价68113元/平米
郁花园一里 精装修 看房方便 落地飘窗,280,单价39955元/平米
沸城南向两居室 看房方便 业主诚心出售,349,单价36983元/平米
四环内 地铁旁 低楼层 满五唯一,329,单价51367元/平米
南北通透  把边户型  有钥匙 随时看,268,单价35488元/平米
南北向小两居 有钥匙看房方便 诚心出售,229,单价42345元/平米
大峪南路一居室南北通透楼层适中，已满两年,143,单价36951元/平米
汤泉墅南北通透正规两居室业主诚意出售,315,单价35051元/平米
南北通透 带电梯 两居室 采光好,305,单价36358元/平米
满五年唯一 南北通透三居室 诚意出售 看房方便,484.5,单价38714元/平米
《555万》《两居室》《次顶层》,555,单价60936元/平米
加州水郡带飘窗东向两居夏日看荷花,245,单价27640元/平米
珠江御景南北通透，大三居，格局合理,415,单价31488元/平米
精装修，小户型，总价低，无抵押,318,单价60967元/平米
三环边 两居室 大阳台 2001年板楼 满五唯一 钢混结构,329,单价45474元/平米
拎包入住    南北通透  适合三代人居住,239,单价40709元/平米
南北通透 满五唯一 电梯高层板楼 业主诚心出售,515,单价36947元/平米
经理推荐、带电梯南北向两居室、大客厅、业主诚心出售,418,单价51478元/平米
两居室  精装修  低楼层  南北通透,265,单价39040元/平米
精装两居  满五年  格局合理  换房诚售,349,单价41578元/平米
丰台西路45号院两居室 中楼层 南北通透,261,单价46926元/平米
婚房装修，南北通透，拎包入住！,285,单价40884元/平米
满五唯一  全南向  精装修   户型方正  集中供暖,349,单价41474元/平米
张郭庄小区  中间楼  户型方正 南北通透两居室,193,单价32492元/平米
满五年唯一商品房，精装修，中间楼层,370,单价41245元/平米
永定路西里 精装修 南北2居室 格局采光好  出行便利,650,单价103504元/平米
新村三里 低楼层 南北通透 小三居,325,单价52277元/平米
水木兰亭精装大平层，一梯一户，4居室，原值高,798,单价40723元/平米
顶层带阁楼，采光充足，视野开阔,410,单价60840元/平米
中楼层视野好采光好精装修拎包入住,608,单价59451元/平米
天伦锦城 朝北开间 诚心出售 看房提前预约,220,单价53896元/平米
纯南向一居室 满五年唯一 看房方便,180,单价44010元/平米
卢沟桥南里  南北通透 全明格局 正规两居室,248,单价39872元/平米
老山西里 带电梯全南两居户型 房子精装修,312,单价50049元/平米
东方太阳城联排别墅毛坯3层边户型满五年唯一,930,单价35687元/平米
中关村 南北两居室 客厅带窗户 诚意出售,588,单价127994元/平米
华亭紧凑三居 双厅一体设计 宽敞卧室,990,单价62493元/平米
首付90万起 70年产权住宅商品房 刚需选择  立水桥地铁,200,单价36115元/平米
枫林正规三居双卫，精装修，房主诚售,550,单价43829元/平米
西直门 车公庄 北礼士路带电梯一居 南北通透,500,单价120193元/平米
地铁10号线 团结湖公园东门明厨明卫正规一室一厅,475,单价72542元/平米
东西通透，无遮挡，业主诚意出售，看房提前约。,650,单价51412元/平米
天资璟庭大四居，一梯一户，改善型住宅,560,单价29611元/平米
绿谷雅园 南北通透大四居 看房方便,720,单价39865元/平米
龙湖 自住装修标准 一层带花园 带车位 电梯洋房,780,单价24513元/平米
七星园1-14号楼大两居 精装修 业主诚心出售,420,单价45108元/平米
六建朝南的小两居室，空间利用合理,530,单价93972元/平米
张郭庄小区 南北通透 中间楼层  满五唯一,215,单价35017元/平米
精装大复式  南北通透   满五年 业主首套,499,单价23626元/平米
朝阳公园 一个房本两套房子 不临街的四居室 三代同堂,980,单价61543元/平米
平层四居带三个卫生间中间楼层业主家庭唯一住房,1155,单价59663元/平米
山水汇豪 南北通透三居室 全明格局 满五唯一,230,单价18424元/平米
劲松商圈 磨房北里小区 中间楼层精装两居 有客厅,341,单价54033元/平米
罗马花园 普通住宅 两居室高楼层，满五年唯一,808,单价58302元/平米
独立物业封闭管理 南北通透 带独立餐厅 交通配套便捷,537,单价65385元/平米
芳源里 南北通透 两居 满五年,395,单价40739元/平米
满五年公房，中间楼层，本北通透，全明格局,325,单价56297元/平米
东南向正规一居室，高楼层，无遮挡，采光好,360,单价53556元/平米
满五唯一，大5居，适合大家庭居住,710,单价36026元/平米
刚需小三居，南北通透，全明格局，无增值税个税,300,单价38987元/平米
满五唯一商品房，南北通透三居室。,368,单价58534元/平米
满五年唯一，诚意出售，视野开阔，产权清晰,730,单价40493元/平米
滨河西里 3室1厅 338万,338,单价38167元/平米
金茂府东区 南北通透三居 科技住宅 前后观花园！,2060,单价102351元/平米
东花市北里 南北通透 4层 两居室,780,单价103834元/平米
天通西苑一区复式 南北通透 视野好,778,单价35597元/平米
中海紫御公馆 南向全明 精装两居室,838,单价92957元/平米
光熙家园 南北全明三居 精装诚售 看房方便,1248,单价92782元/平米
雍和家园二期 带电梯两居室 满五年,1100,单价65500元/平米
板楼南北向三居室，业主诚心出售，价格可谈。,988,单价83680元/平米
厂洼小区  西南向三居 带电梯 采光好,720,单价99311元/平米
亦庄郁金香舍  一层 带花园  南北通透,920,单价41414元/平米
东一区 板楼低楼层 南北通透 满五年唯一 可转商,355,单价42052元/平米
新街口两居室，前桃园胡同，中间层南北，满五年不唯一,666,单价114630元/平米
一期复式 上下两层独立空间 双卫 双厅,466,单价39219元/平米
东方城东南金角三居，直观欢乐谷全景！,720,单价53824元/平米
南四环 优美小区 大四居 户型刚刚的,740,单价43301元/平米
花样年华小区 电梯房 高楼层三居两卫户型,375,单价27212元/平米
天竺花园复式，4室2厅，带露台,429,单价24922元/平米
满五年唯一 业主急售 精装修 接受换房,472,单价37283元/平米
葛布店东里 南北通透 正规两居室,245,单价44344元/平米
满五唯一  诚心出售 楼龄新  交通方便,334,单价63474元/平米
房子是复式结构，客厅挑高6米，东南北三面采光。,438,单价20578元/平米
五矿自管楼东南北三居带正规客厅，不临街，管理好,535,单价76146元/平米
奥园一期  带挑空花园  有储藏间  地下产权车位,935,单价66810元/平米
奥林匹克公园  不临街  中间楼层 满五年商品房,538,单价65602元/平米
八通线京通快速两广路电梯三居随时可签,488,单价34778元/平米
精装修 采光好能看出几公里以外 满五唯一 拎包入住,505,单价50179元/平米
此房高层视野非常好，满五年唯一免个税，复式非常少见,965,单价71748元/平米
地铁七号线黄厂站，富力C区1-2层复式，带装修南向两居,438,单价47848元/平米
低层三居室，满五年，双卧朝南，采光充足！,298,单价33311元/平米
商品房满五年唯一，视野采光好，不临街不把边，位置好,529,单价35724元/平米
银领国际 东南三居 无遮挡采光视野好,845,单价54573元/平米
电梯板楼洋房 中间楼 南北三居 明厨明卫 改善诚售。,508,单价56239元/平米
2010年小区 南北通透三居 满五年唯一住房 诚心出售,458,单价51260元/平米
独院管理，民航局，楼道干净，有钥匙随时看，电梯直达,606,单价84425元/平米
南北通透 户型方正 中高楼层 视野开阔,380,单价42487元/平米
满五年唯一 商品房 三居室  带阳台,485,单价44627元/平米
美景东方二期，高层双卫两居室，没有遮挡,675,单价63806元/平米
马家堡 上海建筑 南北通透户型 带露台,720,单价62059元/平米
南北向三居室户型，中高层采光通风好，诚心出售,379,单价44209元/平米
低密度板楼社区，南北两居，客餐厅分离，视野采光好,726,单价69078元/平米
板楼，一梯两户，南北通透，满五年唯一，带储藏间,698,单价55485元/平米
南四环，风格与林苑，电梯复式，三居室,759,单价46152元/平米
远洋自然 中间位置 南北通透 大三居,838,单价55552元/平米
天通中苑一层复式，南北通透楼上152.81平楼下82.69平,623,单价40770元/平米
电梯房高层　两梯四户　南北双通透　采光好　通风好,495,单价46663元/平米
四惠东康家园 中间层双南无遮挡 采光好 前后不临街,355,单价54116元/平米
西南向 精装修  楼下南向卧室 楼上两卧 带露台,760,单价48080元/平米
晨光家园 精装两居 诚意出售 拎包入住,415,单价51547元/平米
水郡长安，满五年南北三居，临河观景全明户型！,648,单价43166元/平米
满二无增值税 原值高 没咋住过状态好 居住舒适度高,263,单价30721元/平米
雅世合金 十大科技系统居住舒适度高 户型好,720,单价79761元/平米
东方太阳城二层毛坯准新房，看房方便,335,单价31851元/平米
金惠园三里低楼层南北通透三居室,325,单价40464元/平米
南北通透，板楼带电梯，满五年唯一央产房，有车位,1246,单价98018元/平米
bobo自由城   三居室 南北通透 利用率高 楼层不高,670,单价54428元/平米
瑞都国际南区 人车分流 电梯房 大三居有钥匙看房方便,570,单价40657元/平米
交通部央产 双南大两居 楼下公园 交通方便,475,单价68622元/平米
新街口 冠英园 中石化央产房 南北通透三居 随时看房,1370,单价121025元/平米
黄村 首邑 南北通透 三居 业主急售,530,单价41089元/平米
房子南北通透格局，小区安静，远离喧嚣,920,单价66441元/平米
成寿寺中海城板楼南北通透三居室,868,单价64373元/平米
长阳半岛三居室，满两年，看房方便,380,单价37770元/平米
满五唯一 南北三居 双卫 业主诚售,290,单价24558元/平米
富力童话时光中间楼层三居室诚心出售,305,单价30458元/平米
檀香府南北通透三居室 户型方正 没有浪费,439,单价32461元/平米
富力板楼 满五唯一 全南向采光房,490,单价54246元/平米
南四环外，清欣园甲区中间楼层三居室，改善用房,389,单价36831元/平米
建邦华府正规大三居  双卧朝南  视野好无遮挡,865,单价51676元/平米
格局方正，全明格局，精装修可以拎包入住。,267,单价29238元/平米
南北通透，精装修，三居，看房有钥匙,580,单价47780元/平米
此房子满五年唯一，南北通透格局，采光充足。,398,单价28885元/平米
房子满五年唯一 有露台30平米 普通住宅,818,单价58458元/平米
回龙观  霍营125.31平米 ，精装修，中间楼层！！,498,单价39742元/平米
中石化央产房。南北通透。楼层、采光好。有物业管理。,560,单价70211元/平米
鹿鸣苑电梯大三居 高楼层 满五唯一 全明格局,525,单价37364元/平米
满五年公房，明厨明卫，中间楼层,340,单价58834元/平米
培新街乙5号院 南北通透三居 视野好 采光好,1180,单价90457元/平米
店长推荐加州水郡 南北通透两居 满五唯一无抵押无户口,285,单价32635元/平米
此房满五唯一，户型方正双阳台，厨房和卫生间均带窗,730,单价93232元/平米
南北通透，户型方正，低楼层居住舒适,445,单价32849元/平米
满五唯一公房 南北通透 中间楼层 业主变现 看房有钥匙,265,单价47904元/平米
平层三居 双卧朝南 客厅朝南带阳台 无遮挡,720,单价37596元/平米
南北通透大三居，一梯两户，全封闭小区，南向观花园，,899,单价63923元/平米
万科物业 南北通透 精装修两居 免征个人所得税,389,单价43664元/平米
芳星园 大客厅 南北通透 高楼层,538,单价65086元/平米
京通苑外环两居 中层视野开阔 卧室带阳台 户型方正,330,单价40181元/平米
牡丹园西里楼龄1995年 近地铁有电梯小区环境好优质房,790,单价97411元/平米
70年产权双卫一居室 满五唯一 高层对花园,642,单价63302元/平米
乐府江南270°弧形观景阳台 小区中间面向湖心广场,1090,单价82458元/平米
国会旁  西南北   满五唯一  临盘古鸟巢水立方奥森,1350,单价74438元/平米
南北通透 非顶层 通风好 采光充足 不临街有后花园,369,单价59913元/平米
2007年社区 板楼两居 双卧朝南 通透性好,1000,单价89977元/平米
房子是板楼南北通透板楼三居室 一层带院子,499,单价41233元/平米
小区中间位置！中间楼层！落地窗台！不临街不把边！,535,单价42983元/平米
角门西 瑞丽江畔 南北通透 户型方正  楼下就是花园,618,单价59504元/平米
东南复式，满五年唯一，正对中灿花园。,785,单价66741元/平米
海淀区四环里 南北两居 临地铁家乐福,349,单价78782元/平米
全明格局，双明卫，大厨房，高居住舒适度，无遮挡。,1079,单价83430元/平米
安慧里二区 正规西南两居室 满五唯一,508,单价73115元/平米
碧桂园三期 南北通透两居室 满五唯一楼层好视野开阔,265,单价28388元/平米
方正大四居 南北通透 观景房  人车分流 近奥体公园,1090,单价57357元/平米
世茂维拉 南北通透 一层带下跃,450,单价22079元/平米
国瑞城中区商品房精装修业主诚心出售,2200,单价104059元/平米
南北通透复式 带花园 出行便利 动静分离,928,单价47062元/平米
西四环永定华庭2012年品质小区 南北通透采光好,990,单价93564元/平米
店长推荐 东西朝向 电梯楼 满五年唯一正规两居室,300,单价46361元/平米
晨光家园A区西南向两居室 满五年唯一,495,单价57465元/平米
格局方正，明厨明卫，中间层，无遮挡，拎包入住,253,单价25055元/平米
东北三居楼层高视野好 明厨明卫,883,单价105383元/平米
商品房，满五年，家庭名下唯一住房，业主稳定出售,535,单价27881元/平米
复式三居 动静分离 南北通透 满五唯一,762,单价60100元/平米
中体三区 下叠拼 一层客厅厨房花园 二层卧室,665,单价36093元/平米
通透户型，叠拼户型南北采光，通风效果,408,单价42545元/平米
富力童话时光下叠  小区中间位置 北入户，南小院。,698,单价26143元/平米
大西洋新城板楼三居 户型通透 满五年唯一 视野好,1100,单价87965元/平米
北街家园四区联排别墅，满五唯一,820,单价32157元/平米
清芷园 南北三居室 电梯直达 你值得拥有,1460,单价96766元/平米
此房是南北通透 前后无遮挡 北边看燕山南边观望京SOHO,780,单价51104元/平米
客厅面宽5米 1梯2户 上下楼方便,628,单价43389元/平米
工体东路 东西南向四居室 双厨房双卫生间 明厨明卫,820,单价67652元/平米
北京南站 马家堡路27号院 东南两居 精装修,405,单价54217元/平米
东平里朝阳产权南北通透两居室，业主诚售,216,单价32163元/平米
清河电信宿舍 有钥匙 看房方便 南北通透,336,单价61629元/平米
雅园东南两居室   满五唯一  随时可看,475,单价65418元/平米
东二环  灵通观，一层半三居室，满五年公房，出行便利,505,单价75826元/平米
京科苑三居室，南北通透户型，满五年,360,单价35340元/平米
南北通透三居室，满五唯一商品房，无抵押，诚心出售,780,单价55031元/平米
顶层带阁楼 板楼南北通透 正规一居室,270,单价40030元/平米
草桥欣园 正规1室1厅，全明格局,378,单价54140元/平米
四环旁 双卫设计 南向高层两居  配套齐全,525,单价47941元/平米
南北向正规两居室，总价低，诚心出售,268,单价45703元/平米
商品房满五年唯一 南北通透 诚心出售,420,单价29445元/平米
满五唯一，交通方便，出行便利，小区环境好适合居住,240,单价22301元/平米
定慧寺 中央电视台家属楼  有电梯,600,单价73350元/平米
亚运村安慧里方正三居，主卧南北通透对花园诚意出售！,585,单价68358元/平米
龙湖时代天街南北向三居室，诚心出售，看房有钥匙,558,单价42664元/平米
采光充足两居室，业主诚心出售，看房方便,296,单价49416元/平米
地铁旁，精装大三居，满五年唯一，户型方正，随时看,528,单价26580元/平米
落地窗 十佳物业管理 满五年 中高层视野好,980,单价53241元/平米
2000年央产房  南北通透四居室双卫 诚心出售,1290,单价115633元/平米
亦庄金茂悦 恒湿恒温恒氧 精装修 科技住宅,635,单价63641元/平米
优质房源 户型方正 双卫设计 朝小区 安静不临街,566,单价51408元/平米
6号线上的商品房，满五唯一，南北通透，带电梯。,470,单价46549元/平米
板楼中间层 户型方正 利用率高 实用三居室,475,单价76013元/平米
西斯莱精装南北婚房两居室 业主急售,505,单价50179元/平米
长椿街 西南三居 有电梯 楼龄新 采光充足 视野开阔,950,单价98293元/平米
湖边 复式 南向 大三居 精装修 业主诚售,780,单价46368元/平米
西环里小区 满五年，两居室带独立客厅 1994年建成,230,单价35298元/平米
杨家园西里 南北三居室公房，户型格局好 诚心出售,570,单价88345元/平米
商品房满5家庭1套  3居室 楼层高视野好,395,单价46757元/平米
鸿坤礼域府南向精装两居 上下两层 动静分离诚 意出售,486,单价45993元/平米
中海紫御南北通透中间楼层,开发商精装修,990,单价108410元/平米
满五年家庭唯一，精装小三居，中间楼层，价格可谈,575,单价76872元/平米
2020年4月30日满五年，业主在京无其他住宅，精装自住,326,单价51779元/平米
东南朝向两居室，有电梯，看房方便,285,单价45593元/平米
通州北苑，新华联锦园南北通透两居，满五唯一,390,单价45991元/平米
南向两居室 新小区 交通便利 高楼层采光视野好,310,单价43297元/平米
东二环内，精装两居，南北通透，中间楼层，有车位,665,单价94514元/平米
有电梯+国家图书馆旁+下楼即地铁+公积金可贷25年,452,单价89152元/平米
模式口西里 采光充足 中等装修 格局合理,240,单价37802元/平米
精装南向两居 双规地铁 中间楼层 无噪音,405,单价45506元/平米
北街家园六区 东向两居室 精装修 随时签约,295,单价45958元/平米
惠泽家园  南北通透 低楼层 采光好,235,单价30804元/平米
远洋山水小区东南阳光两居室，看房方便诚意出售。,638,单价71301元/平米
花家地  正南正北 只有一个契税  中间楼层,500,单价73682元/平米
大学家属院24小时保安管理， 满五唯一，精装修,525,单价122378元/平米
航天桥 阜成路  岭南路 科委宿舍  正规南北两居,620,单价103506元/平米
南北双露台正规一居 精装修 室内层高4.5米 采光好。,280,单价48335元/平米
商品房精装两居，南北通透，落地阳台采光视野好。,431,单价41547元/平米
南向大两居 07年商品房 采光好 业主诚意出售,540,单价54006元/平米
带露台复式  商品房满五年唯一  南北通透 精装,488,单价26097元/平米
金星小区 南北通透两居 中间层 满五年,260,单价44628元/平米
西直门 楼龄新 满五唯一 精装修 业主诚意出售 随时签,400,单价68494元/平米
惠民家园二区 两室一厅 东西通透 精装修,270,单价32406元/平米
满五年公房，新风南里中直社区，空户口，没占用,940,单价150160元/平米
中间楼层 正规两居室 满五年 有钥匙,275,单价30397元/平米
中苑电梯两居 满五年 无抵押 总价低,352,单价35427元/平米
满两年 南北一居室 精装修 总价低,496,单价75209元/平米
南北通透小两居总价低，户型好楼层佳采光好，看房方便,450,单价77453元/平米
双卧带阳台两居。满五唯一。适合各人群。,339,单价38677元/平米
永兴小区 精装两居室 视野开阔 诚心出售,242,单价32250元/平米
茂华景公院 正规两室一厅户型，全南朝向，采光充足,640,单价56633元/平米
满五唯一 高层观景 低总价2居,918,单价72432元/平米
远洋山水 南向两居 交通方便 精装修,650,单价61835元/平米
朝阳门内 商品房 一居室 视野好 采光好,710,单价81619元/平米
满五年唯一，南北通透，采光好，价格可谈,360,单价36116元/平米
德贤路辅路  2013年电梯房,320,单价36020元/平米
北洼路25号院南北通透采光好视野好,750,单价62092元/平米
此房东南北通透格局，楼层好，视野开阔，通风效果好,345,单价38678元/平米
南北向一居室  非顶层  毛坯房  适合刚需,191,单价40874元/平米
6层电梯花园洋房 次顶层南北两居室 满五唯一,454,单价45013元/平米
南北通透两居 靠近商业广场 出行购物方便  有地下室,232,单价27330元/平米
和平街十五区东南两居室出售，客厅13平米可利用,420,单价66986元/平米
此房满五年唯一，南北通透两居室，,359,单价39291元/平米
